id,name,general_daily_increase,weekend_and_holidays_daily_increase,work_days_daily_increase
d82bbcc07e046768932953b0937145e2,41 - Paróquia São Gabriel,5.0588235294117645,5.407407407407407,4.896551724137931
da46d3d1b4d93b630dd7125a58e178b6,30 - Bandeira Paulista,19.823529411764707,12.11111111111111,23.413793103448278
dcdb0e47fb7f5da965ab086389decf20,18 - Itaú Faria Lima,31.564705882352943,12.62962962962963,40.37931034482759
df099096ebd238f9baa89f408d37a596,80 - Praça Alexandre de Gusmão,22.95294117647059,41.03703703703704,14.53448275862069
df4f6511e3e43387b14226f19a20bb70,38 - Viradouro,37.705882352941174,16.962962962962962,47.36206896551724
e59f851da7388ec77e43ebb02fd93c38,57 - Groelândia,3.1411764705882352,2.2222222222222223,3.5689655172413794
e63ff536deeebeff0b9f2e6a0093fabe,115 - Praça Procopio Ferreira,13.51764705882353,8.851851851851851,15.689655172413794
e65375e75ba0ceeeeaa2d6622b505c1d,24 - Rua Funchal,40.188235294117646,13.703703703703704,52.51724137931034
e8bf71e2c22c04b77a244bf10cc57d00,Estação Campinas,1.0588235294117647,0.7777777777777778,1.1896551724137931
e8db6e3a9d079cff318672b15bde7b7e,113 - Rua Andrade Pertence,11.235294117647058,7.7407407407407405,12.862068965517242
e9e8038b1fc9cfe753a79498fb387843,217 - Alameda Gabriel,10.51764705882353,12.555555555555555,9.568965517241379
eec2e29072bb64c03197d50d6a1f190a,229 - Arthur de Azevedo,27.0,22.296296296296298,29.189655172413794
f1075869a33b386e71d1d258aec78834,218 - Cemitério Cardeal,10.870588235294118,8.814814814814815,11.827586206896552
f3dd9cc570fe3782e5ae37677b8da918,77 - Alameda j. Eugênio de Lima,14.270588235294118,19.333333333333332,11.913793103448276
f783d903f92a164bd3a6db3f4c32a333,Estação Praça Panamericana,1.9764705882352942,2.2962962962962963,1.8275862068965518
f9eadfe39251f6cf9fa31885cfd98140,232 - Sumidouro,14.48235294117647,10.25925925925926,16.448275862068964
fb5c988eb883e94001ef4ec9f98e0c01,230 - Rua Mariano Correia,7.364705882352941,4.37037037037037,8.758620689655173
fedbe99c4519c675eb74ba1ecffb7f11,105 - Praça João Duram Alonso,22.24705882352941,10.444444444444445,27.74137931034483
ffadea46421981527554ee2448746dcd,36 - E.E. Aristides de Castro,32.588235294117645,21.0,37.98275862068966
