hex_id,sec_code,population,0_2_salaries,2_3_salaries,3_5_salaries,5_10_salaries,above_10_salaries,V002,V005,V006,V007,V008,V009,V010,V011,V012,V013
92x238,355030812000054,84,0,0,0,0,0,307.0,0,0,0,5,6,4,6,31,32
92x238,355030812000127,84,0,0,0,0,0,371.0,0,0,0,3,1,5,17,39,49
90x240,355030812000127,54,0,0,0,0,0,371.0,0,0,0,3,1,5,17,39,49
93x239,355030862000154,63,0,0,0,0,0,455.0,0,0,4,12,17,15,14,29,49
96x239,355030862000154,437,0,0,0,0,0,455.0,0,0,4,12,17,15,14,29,49
93x239,355030802000060,63,0,0,0,0,0,572.0,0,0,2,6,4,6,20,46,88
97x242,355030802000060,179,0,0,0,0,0,572.0,0,0,2,6,4,6,20,46,88
118x237,355030845000064,587,0,0,0,0,0,591.0,0,0,4,7,23,17,30,92,82
116x235,355030845000044,600,0,0,0,0,0,596.0,0,0,2,8,27,17,28,69,126
116x235,355030845000043,600,0,0,0,0,0,718.0,0,0,6,9,25,20,36,84,106
121x235,355030845000137,856,0,0,0,0,0,219.0,0,0,0,2,7,7,18,30,43
108x242,355030845000115,1560,0,0,0,0,0,609.0,0,0,2,5,17,18,44,94,98
108x242,355030845000116,1560,0,0,0,0,0,473.0,0,1,0,3,25,14,37,56,30
108x242,355030845000117,1560,0,0,0,0,0,538.0,0,0,1,4,18,20,42,84,76
108x242,355030845000118,1560,0,0,0,0,0,411.0,0,1,0,4,11,10,19,50,63
108x242,355030845000144,1560,0,0,0,0,0,311.0,0,0,0,5,7,10,26,42,30
108x242,355030845000145,1560,0,0,0,0,0,459.0,0,0,2,3,12,12,44,55,61
108x242,355030845000146,1560,0,0,0,0,0,382.0,0,0,0,7,12,18,16,49,39
108x242,355030845000177,1560,0,0,0,0,0,417.0,0,1,1,2,9,25,38,64,43
108x242,355030845000180,1560,0,0,0,0,0,226.0,0,0,1,3,8,4,14,29,63
108x242,355030845000189,1560,0,0,0,0,0,288.0,0,0,1,2,6,4,16,50,64
108x242,355030845000198,1560,0,0,0,0,0,543.0,0,0,1,1,7,7,21,68,94
108x242,355030845000211,1560,0,0,0,0,0,324.0,0,0,2,1,16,20,20,38,16
108x240,355030845000080,701,0,0,0,0,0,344.0,0,0,0,0,12,17,32,51,51
108x240,355030845000114,701,0,0,0,0,0,393.0,0,0,2,6,23,23,45,38,34
110x243,355030845000150,951,0,0,0,0,0,281.0,0,0,1,10,6,12,12,25,48
110x243,355030845000151,951,0,0,0,0,0,196.0,0,0,1,2,10,9,25,47,19
110x243,355030845000196,951,0,0,0,0,0,398.0,1,2,3,7,17,20,23,52,37
107x229,355030835000107,770,0,0,0,0,0,273.0,0,0,1,3,6,5,10,21,33
107x229,355030835000191,770,0,0,0,0,0,183.0,0,0,4,1,4,5,9,22,20
107x229,355030835000079,770,0,0,0,0,0,439.0,0,1,0,5,9,9,23,57,97
97x241,355030862000074,376,0,0,0,0,0,265.0,0,0,1,5,14,14,27,18,14
97x241,355030862000075,376,0,0,0,0,0,413.0,1,0,4,7,10,13,32,54,87
96x239,355030862000075,437,0,0,0,0,0,413.0,1,0,4,7,10,13,32,54,87
97x241,355030862000076,376,0,0,0,0,0,341.0,0,0,1,6,12,8,14,41,41
97x241,355030862000077,376,0,0,0,0,0,282.0,0,0,3,7,13,6,10,30,27
97x242,355030862000077,179,0,0,0,0,0,282.0,0,0,3,7,13,6,10,30,27
96x239,355030862000153,437,0,0,0,0,0,353.0,0,1,0,5,18,13,46,45,23
99x239,355030862000021,175,0,0,0,0,0,485.0,0,0,5,22,40,29,33,52,14
100x240,355030862000021,246,0,0,0,0,0,485.0,0,0,5,22,40,29,33,52,14
99x239,355030862000044,175,0,0,0,0,0,413.0,1,0,2,10,23,24,35,35,18
97x241,355030862000046,376,0,0,0,0,0,372.0,2,0,1,3,13,8,25,45,43
97x242,355030862000046,179,0,0,0,0,0,372.0,2,0,1,3,13,8,25,45,43
97x242,355030802000038,179,0,0,0,0,0,516.0,0,0,0,3,13,6,16,50,64
94x243,355030802000038,112,0,0,0,0,0,516.0,0,0,0,3,13,6,16,50,64
95x244,355030802000038,166,0,0,0,0,0,516.0,0,0,0,3,13,6,16,50,64
93x243,355030802000038,80,0,0,0,0,0,516.0,0,0,0,3,13,6,16,50,64
103x220,355030835000031,416,0,0,0,0,0,748.0,0,2,9,18,50,36,63,54,30
103x220,355030835000032,416,0,0,0,0,0,579.0,2,1,5,5,25,27,40,46,37
103x216,355030835000032,274,0,0,0,0,0,579.0,2,1,5,5,25,27,40,46,37
103x217,355030835000032,97,0,0,0,0,0,579.0,2,1,5,5,25,27,40,46,37
104x216,355030835000032,261,0,0,0,0,0,579.0,2,1,5,5,25,27,40,46,37
107x218,355030835000015,195,0,0,0,0,0,752.0,0,1,5,18,49,45,66,60,21
107x219,355030835000015,312,0,0,0,0,0,752.0,0,1,5,18,49,45,66,60,21
104x220,355030835000015,377,0,0,0,0,0,752.0,0,1,5,18,49,45,66,60,21
105x220,355030835000015,231,0,0,0,0,0,752.0,0,1,5,18,49,45,66,60,21
105x217,355030835000030,265,0,0,0,0,0,470.0,0,0,2,2,12,15,31,53,47
103x220,355030835000016,416,0,0,0,0,0,825.0,0,2,2,31,43,35,46,75,77
104x220,355030835000016,377,0,0,0,0,0,825.0,0,2,2,31,43,35,46,75,77
105x220,355030835000016,231,0,0,0,0,0,825.0,0,2,2,31,43,35,46,75,77
103x220,355030835000033,416,0,0,0,0,0,384.0,0,1,1,6,20,16,36,35,21
101x220,355030835000033,127,0,0,0,0,0,384.0,0,1,1,6,20,16,36,35,21
103x220,355030835000170,416,0,0,0,0,0,327.0,0,1,3,6,27,9,28,30,7
103x216,355030835000051,274,0,0,0,0,0,475.0,0,2,7,14,31,26,33,28,54
103x217,355030835000051,97,0,0,0,0,0,475.0,0,2,7,14,31,26,33,28,54
104x216,355030835000051,261,0,0,0,0,0,475.0,0,2,7,14,31,26,33,28,54
103x216,355030835000175,274,0,0,0,0,0,366.0,0,0,3,9,17,14,49,26,16
104x216,355030835000175,261,0,0,0,0,0,366.0,0,0,3,9,17,14,49,26,16
105x215,355030835000175,1601,0,0,0,0,0,366.0,0,0,3,9,17,14,49,26,16
103x216,355030835000052,274,0,0,0,0,0,606.0,0,1,5,21,40,26,51,53,50
103x217,355030835000052,97,0,0,0,0,0,606.0,0,1,5,21,40,26,51,53,50
104x216,355030835000050,261,0,0,0,0,0,585.0,0,0,2,7,14,18,32,60,66
105x215,355030835000050,1601,0,0,0,0,0,585.0,0,0,2,7,14,18,32,60,66
105x217,355030835000050,265,0,0,0,0,0,585.0,0,0,2,7,14,18,32,60,66
115x241,355030845000052,1224,0,0,0,0,0,600.0,0,0,0,3,4,10,21,82,155
114x242,355030845000087,452,0,0,0,0,0,467.0,0,0,0,3,7,7,28,76,87
97x218,355030854000099,81,0,0,0,0,0,140.0,0,0,4,8,11,7,2,5,5
97x218,355030854000104,81,0,0,0,0,0,380.0,0,0,0,2,3,1,3,25,16
98x220,355030854000104,35,0,0,0,0,0,380.0,0,0,0,2,3,1,3,25,16
97x221,355030854000104,104,0,0,0,0,0,380.0,0,0,0,2,3,1,3,25,16
97x218,355030835000057,81,0,0,0,0,0,1092.0,0,5,16,84,31,14,34,59,160
98x220,355030835000057,35,0,0,0,0,0,1092.0,0,5,16,84,31,14,34,59,160
99x220,355030835000057,108,0,0,0,0,0,1092.0,0,5,16,84,31,14,34,59,160
97x218,355030835000074,81,0,0,0,0,0,619.0,2,6,9,27,11,7,15,40,119
96x214,355030835000074,26,0,0,0,0,0,619.0,2,6,9,27,11,7,15,40,119
97x217,355030835000074,62,0,0,0,0,0,619.0,2,6,9,27,11,7,15,40,119
97x218,355030835000190,81,0,0,0,0,0,317.0,0,1,4,17,16,12,18,44,34
97x218,355030854000055,81,0,0,0,0,0,745.0,0,0,2,5,8,8,18,65,126
97x221,355030854000102,104,0,0,0,0,0,47.0,0,0,0,0,0,0,0,0,0
97x221,355030854000103,104,0,0,0,0,0,72.0,0,0,0,0,0,0,0,0,16
113x234,355030845000046,112,0,0,0,0,0,470.0,0,0,5,1,4,9,17,43,93
113x233,355030845000046,119,0,0,0,0,0,470.0,0,0,5,1,4,9,17,43,93
114x237,355030845000002,606,0,0,0,0,0,313.0,0,0,0,4,4,4,25,70,48
113x238,355030845000002,268,0,0,0,0,0,313.0,0,0,0,4,4,4,25,70,48
114x237,355030845000010,606,0,0,0,0,0,391.0,0,0,0,6,7,2,8,16,92
113x238,355030845000010,268,0,0,0,0,0,391.0,0,0,0,6,7,2,8,16,92
113x237,355030845000010,34,0,0,0,0,0,391.0,0,0,0,6,7,2,8,16,92
114x237,355030845000008,606,0,0,0,0,0,453.0,4,0,0,1,11,10,15,38,78
114x237,355030845000024,606,0,0,0,0,0,673.0,0,1,7,11,28,14,18,60,105
114x237,355030845000009,606,0,0,0,0,0,376.0,0,0,0,1,7,7,7,32,76
106x240,355030862000030,765,0,0,0,0,0,508.0,1,3,3,11,17,11,35,60,73
106x240,355030862000031,765,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
106x240,355030862000057,765,0,0,0,0,0,176.0,0,0,0,3,4,8,4,22,23
106x240,355030862000058,765,0,0,0,0,0,342.0,0,0,2,10,19,19,41,55,43
106x240,355030862000093,765,0,0,0,0,0,359.0,2,1,4,5,21,20,35,56,30
107x240,355030862000093,662,0,0,0,0,0,359.0,2,1,4,5,21,20,35,56,30
106x240,355030862000146,765,0,0,0,0,0,238.0,0,0,1,6,17,28,23,36,8
107x240,355030862000147,662,0,0,0,0,0,271.0,0,1,0,2,5,7,14,37,37
104x242,355030862000010,95,0,0,0,0,0,178.0,0,0,5,9,16,7,6,12,0
109x224,355030835000045,879,0,0,0,0,0,397.0,0,0,0,3,8,8,15,60,99
112x225,355030832000100,686,0,0,0,0,0,537.0,1,0,0,3,4,10,16,74,147
112x225,355030832000101,686,0,0,0,0,0,590.0,1,0,0,9,18,42,54,61,73
112x225,355030832000103,686,0,0,0,0,0,436.0,3,0,1,5,5,10,15,39,96
112x225,355030832000102,686,0,0,0,0,0,338.0,0,0,1,6,20,16,17,35,25
83x250,355030802000061,119,0,0,0,0,0,609.0,0,1,6,17,14,7,17,45,76
115x220,355030832000001,594,0,0,0,0,0,653.0,0,0,0,2,15,13,28,68,103
115x220,355030832000020,594,0,0,0,0,0,654.0,0,0,0,3,6,11,53,110,79
116x219,355030832000020,634,0,0,0,0,0,654.0,0,0,0,3,6,11,53,110,79
116x219,355030832000018,634,0,0,0,0,0,364.0,2,0,0,5,9,20,28,52,80
115x220,355030832000007,594,0,0,0,0,0,393.0,0,0,0,3,21,14,22,48,30
115x220,355030832000167,594,0,0,0,0,0,274.0,0,0,0,6,11,8,14,39,39
115x220,355030832000021,594,0,0,0,0,0,507.0,0,1,0,3,9,12,35,60,86
116x219,355030832000021,634,0,0,0,0,0,507.0,0,1,0,3,9,12,35,60,86
115x220,355030832000022,594,0,0,0,0,0,628.0,6,0,0,8,18,14,37,92,98
87x243,355030802000041,21,0,0,0,0,0,470.0,0,0,0,0,2,6,19,60,71
88x243,355030802000040,150,0,0,0,0,0,229.0,0,0,1,1,8,4,10,21,29
89x243,355030802000040,116,0,0,0,0,0,229.0,0,0,1,1,8,4,10,21,29
90x244,355030802000040,75,0,0,0,0,0,229.0,0,0,1,1,8,4,10,21,29
87x243,355030802000073,21,0,0,0,0,0,454.0,0,0,1,2,7,1,13,32,71
89x242,355030802000073,14,0,0,0,0,0,454.0,0,0,1,2,7,1,13,32,71
88x243,355030802000073,150,0,0,0,0,0,454.0,0,0,1,2,7,1,13,32,71
89x243,355030802000073,116,0,0,0,0,0,454.0,0,0,1,2,7,1,13,32,71
88x242,355030802000073,17,0,0,0,0,0,454.0,0,0,1,2,7,1,13,32,71
87x243,355030812000038,21,0,0,0,0,0,35.0,0,0,0,0,1,3,5,8,0
89x242,355030812000038,14,0,0,0,0,0,35.0,0,0,0,0,1,3,5,8,0
90x240,355030812000038,54,0,0,0,0,0,35.0,0,0,0,0,1,3,5,8,0
88x243,355030812000038,150,0,0,0,0,0,35.0,0,0,0,0,1,3,5,8,0
89x243,355030812000038,116,0,0,0,0,0,35.0,0,0,0,0,1,3,5,8,0
88x242,355030812000038,17,0,0,0,0,0,35.0,0,0,0,0,1,3,5,8,0
102x214,355030835000069,293,0,0,0,0,0,520.0,0,0,2,12,24,21,45,43,38
102x214,355030835000071,293,0,0,0,0,0,588.0,0,1,2,13,20,14,28,73,63
101x215,355030835000071,537,0,0,0,0,0,588.0,0,1,2,13,20,14,28,73,63
102x214,355030835000097,293,0,0,0,0,0,522.0,0,2,7,15,32,29,37,38,8
102x213,355030835000097,300,0,0,0,0,0,522.0,0,2,7,15,32,29,37,38,8
102x214,355030835000098,293,0,0,0,0,0,656.0,0,0,7,21,37,24,54,62,27
101x215,355030835000098,537,0,0,0,0,0,656.0,0,0,7,21,37,24,54,62,27
102x213,355030835000098,300,0,0,0,0,0,656.0,0,0,7,21,37,24,54,62,27
102x214,355030835000099,293,0,0,0,0,0,363.0,0,0,5,9,14,14,18,34,29
101x215,355030835000099,537,0,0,0,0,0,363.0,0,0,5,9,14,14,18,34,29
105x215,355030835000094,1601,0,0,0,0,0,696.0,0,0,0,3,8,10,28,94,116
105x215,355030835000095,1601,0,0,0,0,0,303.0,0,1,1,4,4,6,21,47,37
105x215,355030835000068,1601,0,0,0,0,0,699.0,1,1,7,11,26,22,39,80,78
105x215,355030835000092,1601,0,0,0,0,0,647.0,0,0,2,4,12,12,43,62,64
105x215,355030835000093,1601,0,0,0,0,0,293.0,0,0,1,2,8,11,19,47,39
105x215,355030835000202,1601,0,0,0,0,0,350.0,0,0,5,4,9,15,24,53,67
124x231,355030890000168,345,0,0,0,0,0,666.0,0,0,2,8,9,15,29,63,78
123x233,355030890000177,957,0,0,0,0,0,551.0,0,0,3,6,16,26,46,80,62
124x231,355030890000179,345,0,0,0,0,0,547.0,0,0,1,3,13,9,26,59,102
121x235,355030832000068,856,0,0,0,0,0,338.0,0,0,0,5,13,9,32,50,40
124x231,355030890000169,345,0,0,0,0,0,369.0,0,0,1,5,14,25,28,43,39
128x233,355030890000169,483,0,0,0,0,0,369.0,0,0,1,5,14,25,28,43,39
124x231,355030890000156,345,0,0,0,0,0,526.0,0,0,1,7,15,28,40,77,39
124x231,355030890000159,345,0,0,0,0,0,399.0,0,0,1,9,28,25,28,43,37
109x230,355030835000123,881,0,0,0,0,0,616.0,0,0,2,9,15,8,46,91,114
109x230,355030835000177,881,0,0,0,0,0,286.0,0,0,1,6,3,5,12,27,58
109x230,355030835000122,881,0,0,0,0,0,316.0,0,0,0,2,7,8,15,53,66
109x230,355030835000132,881,0,0,0,0,0,353.0,0,0,0,4,8,12,18,58,85
109x231,355030835000132,1219,0,0,0,0,0,353.0,0,0,0,4,8,12,18,58,85
109x230,355030835000192,881,0,0,0,0,0,365.0,0,0,2,2,3,7,10,58,107
109x231,355030835000147,1219,0,0,0,0,0,616.0,11,4,1,10,8,13,26,56,67
109x231,355030835000149,1219,0,0,0,0,0,607.0,0,0,1,4,7,7,41,87,120
115x241,355030845000013,1224,0,0,0,0,0,550.0,0,0,1,6,11,11,32,50,75
116x219,355030832000140,634,0,0,0,0,0,648.0,0,1,0,0,9,12,45,70,99
128x233,355030890000160,483,0,0,0,0,0,387.0,0,0,1,12,22,21,52,66,40
128x233,355030890000161,483,0,0,0,0,0,1224.0,0,0,5,12,34,36,73,182,209
129x234,355030890000161,378,0,0,0,0,0,1224.0,0,0,5,12,34,36,73,182,209
127x234,355030890000170,514,0,0,0,0,0,365.0,0,0,4,9,11,17,38,39,23
128x233,355030890000183,483,0,0,0,0,0,582.0,0,0,2,8,21,20,52,87,66
127x234,355030890000183,514,0,0,0,0,0,582.0,0,0,2,8,21,20,52,87,66
121x243,355030807000123,1418,0,0,0,0,0,594.0,1,1,7,12,41,29,43,106,88
121x243,355030807000124,1418,0,0,0,0,0,606.0,0,1,2,25,44,25,49,103,40
121x243,355030807000143,1418,0,0,0,0,0,122.0,0,0,0,2,9,7,16,28,9
118x242,355030826000092,328,0,0,0,0,0,377.0,0,1,1,7,15,9,19,57,69
118x242,355030826000108,328,0,0,0,0,0,173.0,0,1,0,3,9,8,19,39,25
118x242,355030826000133,328,0,0,0,0,0,262.0,0,0,2,1,10,15,19,42,28
121x243,355030807000125,1418,0,0,0,0,0,382.0,0,0,1,8,22,22,44,59,32
121x243,355030807000126,1418,0,0,0,0,0,231.0,0,0,1,1,10,19,25,47,11
95x244,355030802000037,166,0,0,0,0,0,881.0,0,1,2,10,16,14,35,86,104
96x244,355030802000037,684,0,0,0,0,0,881.0,0,1,2,10,16,14,35,86,104
93x243,355030802000039,80,0,0,0,0,0,404.0,0,0,0,0,1,5,16,31,67
92x241,355030802000039,70,0,0,0,0,0,404.0,0,0,0,0,1,5,16,31,67
92x242,355030802000039,71,0,0,0,0,0,404.0,0,0,0,0,1,5,16,31,67
91x242,355030802000039,71,0,0,0,0,0,404.0,0,0,0,0,1,5,16,31,67
94x243,355030802000015,112,0,0,0,0,0,428.0,0,0,1,5,7,10,13,41,33
93x243,355030802000015,80,0,0,0,0,0,428.0,0,0,1,5,7,10,13,41,33
92x242,355030802000015,71,0,0,0,0,0,428.0,0,0,1,5,7,10,13,41,33
91x242,355030802000015,71,0,0,0,0,0,428.0,0,0,1,5,7,10,13,41,33
93x245,355030802000015,100,0,0,0,0,0,428.0,0,0,1,5,7,10,13,41,33
95x244,355030802000014,166,0,0,0,0,0,369.0,0,0,0,4,2,7,14,39,50
96x244,355030802000014,684,0,0,0,0,0,369.0,0,0,0,4,2,7,14,39,50
95x244,355030802000036,166,0,0,0,0,0,676.0,0,0,0,0,12,6,29,78,139
96x244,355030802000036,684,0,0,0,0,0,676.0,0,0,0,0,12,6,29,78,139
108x216,355030835000028,198,0,0,0,0,0,658.0,0,0,2,9,23,33,52,74,64
107x218,355030835000028,195,0,0,0,0,0,658.0,0,0,2,9,23,33,52,74,64
107x219,355030835000028,312,0,0,0,0,0,658.0,0,0,2,9,23,33,52,74,64
108x216,355030835000047,198,0,0,0,0,0,544.0,1,0,3,5,17,20,33,52,46
107x218,355030835000047,195,0,0,0,0,0,544.0,1,0,3,5,17,20,33,52,46
107x216,355030835000047,309,0,0,0,0,0,544.0,1,0,3,5,17,20,33,52,46
108x216,355030835000029,198,0,0,0,0,0,465.0,0,0,1,3,16,18,37,52,28
107x218,355030835000029,195,0,0,0,0,0,465.0,0,0,1,3,16,18,37,52,28
107x219,355030835000029,312,0,0,0,0,0,465.0,0,0,1,3,16,18,37,52,28
107x216,355030835000029,309,0,0,0,0,0,465.0,0,0,1,3,16,18,37,52,28
105x217,355030835000029,265,0,0,0,0,0,465.0,0,0,1,3,16,18,37,52,28
108x216,355030832000153,198,0,0,0,0,0,204.0,1,0,1,1,10,3,13,24,18
107x219,355030835000027,312,0,0,0,0,0,384.0,0,1,1,13,19,24,32,45,38
107x219,355030835000006,312,0,0,0,0,0,249.0,0,0,2,9,9,16,19,15,16
104x220,355030835000006,377,0,0,0,0,0,249.0,0,0,2,9,9,16,19,15,16
105x220,355030835000006,231,0,0,0,0,0,249.0,0,0,2,9,9,16,19,15,16
112x217,355030832000131,186,0,0,0,0,0,626.0,0,0,4,7,20,15,29,81,47
111x217,355030832000131,211,0,0,0,0,0,626.0,0,0,4,7,20,15,29,81,47
107x216,355030835000049,309,0,0,0,0,0,603.0,1,3,5,9,8,8,12,30,38
107x216,355030835000048,309,0,0,0,0,0,447.0,0,1,2,4,9,9,13,33,79
98x246,355030802000004,308,0,0,0,0,0,510.0,0,0,2,13,16,19,23,47,28
98x246,355030802000013,308,0,0,0,0,0,835.0,0,0,2,11,18,17,30,78,143
103x239,355030862000016,760,0,0,0,0,0,616.0,0,1,4,13,29,31,57,86,53
103x239,355030862000130,760,0,0,0,0,0,329.0,0,0,1,4,11,10,12,48,47
96x214,355030835000119,26,0,0,0,0,0,577.0,0,3,12,33,43,30,41,37,9
102x213,355030835000118,300,0,0,0,0,0,1010.0,0,2,27,55,59,34,48,53,22
103x239,355030862000017,760,0,0,0,0,0,346.0,0,0,0,10,11,15,25,47,38
99x239,355030862000020,175,0,0,0,0,0,288.0,0,4,1,9,16,13,21,19,7
100x240,355030862000020,246,0,0,0,0,0,288.0,0,4,1,9,16,13,21,19,7
98x236,355030862000070,304,0,0,0,0,0,516.0,0,0,2,14,35,27,47,35,29
98x236,355030862000139,304,0,0,0,0,0,322.0,0,0,2,12,33,15,16,57,35
98x236,355030862000069,304,0,0,0,0,0,578.0,0,2,7,16,62,28,25,53,49
103x239,355030862000131,760,0,0,0,0,0,345.0,0,0,1,7,21,20,30,35,22
118x242,355030845000093,328,0,0,0,0,0,470.0,0,1,3,8,12,10,34,55,69
114x242,355030845000206,452,0,0,0,0,0,443.0,0,1,2,10,18,15,31,63,74
107x247,355030860000080,165,0,0,0,0,0,534.0,0,1,0,4,10,21,34,72,69
106x244,355030862000090,866,0,0,0,0,0,642.0,2,1,4,8,12,17,24,85,78
106x244,355030862000157,866,0,0,0,0,0,336.0,0,1,0,7,11,13,14,28,24
89x250,355030802000006,119,0,0,0,0,0,645.0,0,1,2,3,17,14,27,53,49
92x247,355030802000001,151,0,0,0,0,0,519.0,0,0,1,3,9,6,19,57,62
114x242,355030845000173,452,0,0,0,0,0,279.0,0,0,0,1,3,8,18,45,49
115x241,355030845000173,1224,0,0,0,0,0,279.0,0,0,0,1,3,8,18,45,49
114x242,355030845000088,452,0,0,0,0,0,326.0,0,0,3,4,6,10,16,47,56
114x242,355030845000125,452,0,0,0,0,0,31.0,0,0,0,2,2,1,3,3,5
110x243,355030845000125,951,0,0,0,0,0,31.0,0,0,0,2,2,1,3,3,5
112x243,355030845000125,56,0,0,0,0,0,31.0,0,0,0,2,2,1,3,3,5
111x244,355030845000125,60,0,0,0,0,0,31.0,0,0,0,2,2,1,3,3,5
110x243,355030845000152,951,0,0,0,0,0,496.0,0,0,0,11,16,23,55,93,55
110x243,355030845000178,951,0,0,0,0,0,352.0,0,0,1,2,9,7,46,85,20
99x220,355030835000056,108,0,0,0,0,0,135.0,0,1,4,9,7,2,5,10,19
101x215,355030835000206,537,0,0,0,0,0,388.0,0,0,2,7,10,8,14,45,49
104x242,355030862000028,95,0,0,0,0,0,423.0,0,0,8,16,42,17,35,16,11
103x243,355030862000028,239,0,0,0,0,0,423.0,0,0,8,16,42,17,35,16,11
104x243,355030862000028,399,0,0,0,0,0,423.0,0,0,8,16,42,17,35,16,11
104x243,355030862000055,399,0,0,0,0,0,504.0,0,0,3,6,8,13,39,78,52
106x244,355030862000091,866,0,0,0,0,0,420.0,0,0,2,18,8,11,27,60,56
103x239,355030862000003,760,0,0,0,0,0,236.0,0,0,2,5,13,13,28,23,21
103x239,355030862000005,760,0,0,0,0,0,394.0,2,0,6,18,22,22,27,30,18
103x239,355030862000125,760,0,0,0,0,0,249.0,0,0,0,6,16,8,20,42,47
104x242,355030862000027,95,0,0,0,0,0,246.0,0,2,4,12,22,12,13,15,4
103x243,355030862000027,239,0,0,0,0,0,246.0,0,2,4,12,22,12,13,15,4
102x243,355030862000027,233,0,0,0,0,0,246.0,0,2,4,12,22,12,13,15,4
103x244,355030862000027,294,0,0,0,0,0,246.0,0,2,4,12,22,12,13,15,4
103x243,355030862000053,239,0,0,0,0,0,557.0,0,1,5,11,19,16,15,26,21
102x243,355030862000053,233,0,0,0,0,0,557.0,0,1,5,11,19,16,15,26,21
103x244,355030862000053,294,0,0,0,0,0,557.0,0,1,5,11,19,16,15,26,21
103x243,355030862000054,239,0,0,0,0,0,224.0,1,0,3,5,14,5,10,28,36
104x243,355030862000054,399,0,0,0,0,0,224.0,1,0,3,5,14,5,10,28,36
103x244,355030862000054,294,0,0,0,0,0,224.0,1,0,3,5,14,5,10,28,36
106x244,355030862000087,866,0,0,0,0,0,311.0,0,0,2,2,5,6,18,23,33
104x243,355030862000172,399,0,0,0,0,0,406.0,0,1,0,1,6,12,29,55,56
105x222,355030835000162,697,0,0,0,0,0,479.0,0,0,5,10,17,19,25,71,94
104x220,355030835000163,377,0,0,0,0,0,262.0,0,0,1,1,2,14,27,52,46
110x232,355030835000144,383,0,0,0,0,0,573.0,0,0,1,2,4,14,35,78,99
110x232,355030835000143,383,0,0,0,0,0,706.0,0,0,1,7,2,9,36,86,145
121x235,355030890000211,856,0,0,0,0,0,729.0,0,0,3,5,27,17,67,111,71
121x235,355030845000135,856,0,0,0,0,0,449.0,0,0,0,4,10,18,31,61,72
121x235,355030845000136,856,0,0,0,0,0,259.0,0,0,0,1,4,4,26,42,39
121x235,355030845000164,856,0,0,0,0,0,361.0,0,0,1,6,16,23,43,66,52
121x235,355030845000165,856,0,0,0,0,0,359.0,1,0,2,2,5,7,30,44,69
121x235,355030845000176,856,0,0,0,0,0,314.0,0,0,2,3,9,8,16,43,48
121x235,355030845000179,856,0,0,0,0,0,214.0,0,1,2,2,6,5,15,54,59
121x235,355030845000209,856,0,0,0,0,0,167.0,0,0,1,6,7,2,9,18,41
129x234,355030849000101,378,0,0,0,0,0,360.0,0,0,5,21,24,14,22,31,3
129x234,355030890000171,378,0,0,0,0,0,401.0,1,0,3,15,29,16,19,30,15
122x221,355030832000013,32,0,0,0,0,0,486.0,0,0,0,3,5,10,12,69,68
122x221,355030877000175,32,0,0,0,0,0,395.0,0,1,9,16,21,18,30,31,27
122x221,355030890000166,32,0,0,0,0,0,272.0,0,1,2,8,15,9,27,34,29
118x237,355030845000040,587,0,0,0,0,0,198.0,0,0,1,3,15,6,18,31,34
118x237,355030845000172,587,0,0,0,0,0,401.0,0,1,5,6,9,7,16,46,47
118x237,355030845000183,587,0,0,0,0,0,378.0,0,0,0,3,6,12,39,57,51
118x237,355030845000039,587,0,0,0,0,0,577.0,0,1,2,5,11,14,30,67,90
107x229,355030835000080,770,0,0,0,0,0,357.0,0,0,1,3,2,5,32,52,84
107x229,355030835000081,770,0,0,0,0,0,329.0,0,0,0,3,8,20,26,54,92
107x229,355030835000194,770,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
115x241,355030845000032,1224,0,0,0,0,0,668.0,0,0,1,0,17,18,28,88,129
115x241,355030845000054,1224,0,0,0,0,0,415.0,2,0,1,8,7,9,28,56,63
124x228,355030890000129,194,0,0,0,0,0,422.0,0,0,0,2,13,12,26,50,50
124x228,355030890000131,194,0,0,0,0,0,82.0,0,0,0,2,5,2,8,6,2
105x220,355030835000161,231,0,0,0,0,0,418.0,0,0,2,1,8,26,37,49,20
118x237,355030845000204,587,0,0,0,0,0,209.0,0,0,1,1,6,15,15,32,38
115x241,355030845000033,1224,0,0,0,0,0,586.0,0,0,0,1,12,11,43,71,96
115x241,355030845000034,1224,0,0,0,0,0,555.0,0,0,3,4,19,16,46,80,69
100x246,355030862000106,315,0,0,0,0,0,528.0,1,0,2,3,15,16,29,78,63
100x246,355030862000164,315,0,0,0,0,0,243.0,0,0,1,3,13,4,17,50,27
100x246,355030862000108,315,0,0,0,0,0,426.0,0,0,0,6,14,17,32,64,46
100x246,355030862000165,315,0,0,0,0,0,175.0,0,0,2,0,14,8,8,17,9
112x217,355030832000116,186,0,0,0,0,0,498.0,0,1,1,7,11,20,55,74,69
111x217,355030832000116,211,0,0,0,0,0,498.0,0,1,1,7,11,20,55,74,69
112x217,355030832000117,186,0,0,0,0,0,266.0,0,0,0,3,5,5,19,34,33
111x217,355030832000117,211,0,0,0,0,0,266.0,0,0,0,3,5,5,19,34,33
112x217,355030832000176,186,0,0,0,0,0,245.0,0,0,0,2,6,7,19,39,30
111x217,355030832000155,211,0,0,0,0,0,413.0,0,1,3,5,19,14,31,35,16
