hex_id;Geocodigo_Setor;Distrito;Intersect_Area
99x247;355030862000105;PINHEIROS;480821173661.3206
99x247;355030862000106;PINHEIROS;133120331886914.06
100x246;355030862000106;PINHEIROS;3564947666628.067
100x247;355030862000106;PINHEIROS;83633869455435.67
99x246;355030862000107;PINHEIROS;27226869978331.816
100x245;355030862000107;PINHEIROS;79659778722201.88
100x246;355030862000107;PINHEIROS;49841551984693.13
100x246;355030862000108;PINHEIROS;22738682726188.234
100x247;355030862000108;PINHEIROS;2438924925891.4595
101x246;355030862000108;PINHEIROS;92665010809961.33
101x247;355030862000108;PINHEIROS;114987541837609.7
101x248;355030862000108;PINHEIROS;5431660496037.281
101x247;355030862000109;PINHEIROS;67289253930115.23
101x248;355030862000109;PINHEIROS;34478379013148.48
102x246;355030862000109;PINHEIROS;4325404155237.701
102x247;355030862000109;PINHEIROS;50283615749060.59
106x232;355030862000110;PINHEIROS;7508789395630.91
106x233;355030862000110;PINHEIROS;40098472808394.75
106x234;355030862000110;PINHEIROS;6943527699800.188
107x232;355030862000110;PINHEIROS;2777441817317.294
107x233;355030862000110;PINHEIROS;150969788359446.28
107x234;355030862000110;PINHEIROS;253336816949711.94
107x235;355030862000110;PINHEIROS;226871240007752.94
108x233;355030862000110;PINHEIROS;76747925077881
108x234;355030862000110;PINHEIROS;154635072965245.44
108x235;355030862000110;PINHEIROS;98038190984242.38
109x234;355030862000110;PINHEIROS;896049232981.7108
109x235;355030862000110;PINHEIROS;58014759499917.85
109x236;355030862000110;PINHEIROS;57280726275639.39
110x235;355030862000110;PINHEIROS;2499085217650.8765
110x233;355030862000111;PINHEIROS;50854566927471.07
110x234;355030862000111;PINHEIROS;59557192732012.98
111x233;355030862000111;PINHEIROS;139730464912404.5
111x234;355030862000111;PINHEIROS;60273236112997.68
112x232;355030862000111;PINHEIROS;5407050105557.901
108x231;355030862000112;PINHEIROS;40511517529229.51
108x232;355030862000112;PINHEIROS;5286568147169.285
108x233;355030862000112;PINHEIROS;110260571049778.27
109x232;355030862000112;PINHEIROS;19428162769885.652
109x233;355030862000112;PINHEIROS;189353736214974.66
109x234;355030862000112;PINHEIROS;254491199635792.62
109x235;355030862000112;PINHEIROS;57444702233868.4
110x232;355030862000112;PINHEIROS;182628644257562.72
110x233;355030862000112;PINHEIROS;133321299234766.2
110x234;355030862000112;PINHEIROS;91793349328226.2
110x235;355030862000112;PINHEIROS;890804760785.291
111x233;355030862000112;PINHEIROS;19672456994819.875
105x231;355030862000113;PINHEIROS;103361690671117.34
106x230;355030862000113;PINHEIROS;106380378337412.38
106x231;355030862000113;PINHEIROS;93375606684148.52
106x232;355030862000113;PINHEIROS;3595474759934.503
107x231;355030862000113;PINHEIROS;197542795075905.06
107x232;355030862000113;PINHEIROS;75993432719433.73
107x233;355030862000113;PINHEIROS;23301084138603.492
108x230;355030862000113;PINHEIROS;3797971392833.3955
108x231;355030862000113;PINHEIROS;198487010921005.66
108x232;355030862000113;PINHEIROS;262912833188505.78
108x233;355030862000113;PINHEIROS;52158211923777.68
109x232;355030862000113;PINHEIROS;23269770975431.387
109x233;355030862000113;PINHEIROS;7599800630479.221
104x230;355030862000114;PINHEIROS;67825856720210.06
104x231;355030862000114;PINHEIROS;44617879763918.02
104x232;355030862000114;PINHEIROS;3505253160526.455
105x231;355030862000114;PINHEIROS;108173603020620.61
105x232;355030862000114;PINHEIROS;4998556802513.418
105x233;355030862000114;PINHEIROS;24869287747102.4
106x231;355030862000114;PINHEIROS;106815039688224.92
106x232;355030862000114;PINHEIROS;260267399813443.34
106x233;355030862000114;PINHEIROS;46277253193981.625
106x234;355030862000114;PINHEIROS;12906237713290.314
107x232;355030862000114;PINHEIROS;2930718057660.7944
103x230;355030862000115;PINHEIROS;53982701020742.664
104x230;355030862000115;PINHEIROS;15998272373899.896
104x231;355030862000115;PINHEIROS;14089942714303.148
103x231;355030862000116;PINHEIROS;114117604984557.8
104x230;355030862000116;PINHEIROS;10155993065440.264
104x231;355030862000116;PINHEIROS;10295277219506.229
103x230;355030862000117;PINHEIROS;97534549594808.39
103x231;355030862000117;PINHEIROS;2933552269227.5737
104x230;355030862000117;PINHEIROS;627532510654.9597
100x229;355030862000118;PINHEIROS;21351419336099.125
100x230;355030862000118;PINHEIROS;15042580992793.582
100x231;355030862000118;PINHEIROS;8113301042412.382
101x229;355030862000118;PINHEIROS;24033736263504.965
101x230;355030862000118;PINHEIROS;194147841775930
101x231;355030862000118;PINHEIROS;271114977843996.97
102x230;355030862000118;PINHEIROS;103337995934426.84
102x231;355030862000118;PINHEIROS;98043178080160.08
103x231;355030862000118;PINHEIROS;139975951355051.88
103x232;355030862000118;PINHEIROS;151364239409883.22
104x231;355030862000118;PINHEIROS;33040019094076.79
102x229;355030862000119;PINHEIROS;21911733867240.793
103x230;355030862000119;PINHEIROS;5826328507596.969
102x228;355030862000120;PINHEIROS;129990572191805.16
102x229;355030862000120;PINHEIROS;52935614437694.74
103x229;355030862000120;PINHEIROS;47965705745244.45
103x230;355030862000120;PINHEIROS;41437907354914.83
104x229;355030862000120;PINHEIROS;8924882348705.953
104x230;355030862000120;PINHEIROS;71041206925003.02
99x230;355030862000121;PINHEIROS;50938489294521.516
99x231;355030862000121;PINHEIROS;126148913370484.92
100x229;355030862000121;PINHEIROS;137008441506795.5
100x230;355030862000121;PINHEIROS;92992258870796.19
101x229;355030862000121;PINHEIROS;988322296709.3533
101x230;355030862000121;PINHEIROS;23264205440104.598
99x231;355030862000122;PINHEIROS;33120238442267.61
100x230;355030862000122;PINHEIROS;35285448737020.21
100x231;355030862000122;PINHEIROS;35238186515164.16
101x240;355030862000123;PINHEIROS;3533823156987.5674
101x241;355030862000123;PINHEIROS;19385312437685.324
102x240;355030862000123;PINHEIROS;34896631152453.383
102x240;355030862000124;PINHEIROS;46221084595804.78
102x241;355030862000124;PINHEIROS;944027186516.9097
103x241;355030862000124;PINHEIROS;49980742629.21275
102x239;355030862000125;PINHEIROS;326094411763.72784
102x240;355030862000125;PINHEIROS;19015686676699.95
103x239;355030862000125;PINHEIROS;62274443161.10311
103x240;355030862000125;PINHEIROS;38080652865080.21
101x240;355030862000126;PINHEIROS;4184771229438.626
102x239;355030862000126;PINHEIROS;30666993710204.74
100x241;355030862000127;PINHEIROS;15200732763499.07
100x242;355030862000127;PINHEIROS;95157999592721.77
100x243;355030862000127;PINHEIROS;809916281730.4878
101x242;355030862000127;PINHEIROS;98095942826175.47
101x243;355030862000127;PINHEIROS;2712480375971.1577
104x240;355030862000128;PINHEIROS;110116446210198.52
104x241;355030862000128;PINHEIROS;5091677528161.945
105x241;355030862000128;PINHEIROS;11603745274744.191
103x241;355030862000129;PINHEIROS;25493715982617.676
104x240;355030862000129;PINHEIROS;12304144300652.688
102x238;355030862000130;PINHEIROS;120882588317.64316
103x238;355030862000130;PINHEIROS;34502937297811.246
103x239;355030862000130;PINHEIROS;79116870004699.97
104x238;355030862000130;PINHEIROS;109606791751.81056
101x238;355030862000131;PINHEIROS;6123711654422.904
101x239;355030862000131;PINHEIROS;23895283759490.945
102x238;355030862000131;PINHEIROS;136148300625102.34
102x239;355030862000131;PINHEIROS;15466266396841.76
103x239;355030862000131;PINHEIROS;28346039807.861298
98x243;355030862000132;PINHEIROS;71140910873034.47
99x243;355030862000132;PINHEIROS;107093778545955.19
100x242;355030862000132;PINHEIROS;25851699891037.188
100x243;355030862000132;PINHEIROS;4791706919641.096
104x241;355030862000133;PINHEIROS;64116917896293.95
105x241;355030862000133;PINHEIROS;10500090247118.65
105x242;355030862000133;PINHEIROS;6728055332693.263
104x239;355030862000134;PINHEIROS;13794787552837.934
104x240;355030862000134;PINHEIROS;59931293495878.23
104x238;355030862000135;PINHEIROS;10966712053469.846
104x239;355030862000135;PINHEIROS;4891728927.980866
105x238;355030862000135;PINHEIROS;10315256761905.283
105x239;355030862000135;PINHEIROS;11480397449143.404
104x238;355030862000136;PINHEIROS;44833942101246.41
103x238;355030862000137;PINHEIROS;25276306706697.29
103x239;355030862000137;PINHEIROS;597082545276.1392
104x237;355030862000137;PINHEIROS;25945564699657.258
104x238;355030862000137;PINHEIROS;6538837916612.387
101x237;355030862000138;PINHEIROS;35835273833421.28
102x237;355030862000138;PINHEIROS;3976011303910.1304
96x235;355030862000139;PINHEIROS;968752652483.0542
96x236;355030862000139;PINHEIROS;12313018665584.725
96x237;355030862000139;PINHEIROS;25089777111807.625
97x236;355030862000139;PINHEIROS;177703810607624.5
97x237;355030862000139;PINHEIROS;286843530816849.94
98x236;355030862000139;PINHEIROS;2174019801881.8635
98x237;355030862000139;PINHEIROS;33216200953490.38
98x238;355030862000140;PINHEIROS;11560008268117.307
98x239;355030862000141;PINHEIROS;144779112628.29822
98x240;355030862000141;PINHEIROS;21497283971308.91
99x240;355030862000141;PINHEIROS;4781320892372.309
98x243;355030862000142;PINHEIROS;59533874333726.49
98x244;355030862000142;PINHEIROS;31934995413918.035
99x244;355030862000142;PINHEIROS;8563144666928.94
99x245;355030862000143;PINHEIROS;72351575051103.5
99x246;355030862000143;PINHEIROS;88572458088778.03
99x247;355030862000143;PINHEIROS;22971576384232.656
100x245;355030862000143;PINHEIROS;74043261045511.11
100x246;355030862000143;PINHEIROS;16936435079837.816
101x244;355030862000144;PINHEIROS;8263810102027.026
101x245;355030862000144;PINHEIROS;8558036508321.737
102x243;355030862000144;PINHEIROS;4701890227158.037
102x244;355030862000144;PINHEIROS;4167772036221.9556
105x241;355030862000145;PINHEIROS;27067555682474.29
105x242;355030862000145;PINHEIROS;31197252952317.6
105x241;355030862000146;PINHEIROS;30935456814933.207
106x240;355030862000146;PINHEIROS;31951338966394.97
106x241;355030862000146;PINHEIROS;5064755223571.288
107x240;355030862000147;PINHEIROS;13926078248438.605
106x239;355030862000148;PINHEIROS;15909903035567.285
105x239;355030862000149;PINHEIROS;6209897697319.602
105x240;355030862000149;PINHEIROS;55098198671.05174
106x239;355030862000149;PINHEIROS;48207894560085.01
99x235;355030862000150;PINHEIROS;18580950829081.668
99x236;355030862000150;PINHEIROS;24609962643504.984
100x234;355030862000150;PINHEIROS;101494776386.55315
100x235;355030862000150;PINHEIROS;237620314144716.47
100x236;355030862000150;PINHEIROS;120754308983128.27
101x236;355030862000150;PINHEIROS;2653329979584.5537
100x236;355030862000151;PINHEIROS;31722258994175.598
100x237;355030862000151;PINHEIROS;60383701503720.66
101x236;355030862000151;PINHEIROS;103564881987281.34
101x237;355030862000151;PINHEIROS;163352694336345.56
102x236;355030862000151;PINHEIROS;3956756193469.998
97x240;355030862000152;PINHEIROS;20677156440100.87
98x239;355030862000152;PINHEIROS;5745890900095.094
98x240;355030862000152;PINHEIROS;24646225976347.098
96x239;355030862000153;PINHEIROS;12878171605373.186
97x239;355030862000153;PINHEIROS;138266175629.08014
97x240;355030862000153;PINHEIROS;1664144380535.5833
93x239;355030862000154;PINHEIROS;20672072668069.71
93x240;355030862000154;PINHEIROS;29984470029.63317
94x238;355030862000154;PINHEIROS;51742073527086.766
94x239;355030862000154;PINHEIROS;188388864245855.7
94x240;355030862000154;PINHEIROS;51735131401234.76
95x239;355030862000154;PINHEIROS;219349532449277.22
95x240;355030862000154;PINHEIROS;250528136545656.78
95x241;355030862000154;PINHEIROS;144487511019341.25
96x238;355030862000154;PINHEIROS;62715830701650.8
96x239;355030862000154;PINHEIROS;145523085267539.56
96x240;355030862000154;PINHEIROS;14688063010765.402
96x241;355030862000154;PINHEIROS;2147124531498.6465
97x239;355030862000154;PINHEIROS;36585310735559.7
97x240;355030862000154;PINHEIROS;3108505375840.987
101x246;355030862000155;PINHEIROS;4012564871412.9253
102x245;355030862000155;PINHEIROS;2530059002637.024
106x245;355030862000156;PINHEIROS;27479972644910.72
106x246;355030862000156;PINHEIROS;142730549015061.62
107x246;355030862000156;PINHEIROS;21286867265138.387
104x245;355030862000157;PINHEIROS;37304684450388.586
105x245;355030862000157;PINHEIROS;133655930602491.58
105x246;355030862000157;PINHEIROS;2196418686229.7676
106x244;355030862000157;PINHEIROS;161821172002.3862
106x245;355030862000157;PINHEIROS;132680091053808.33
106x246;355030862000157;PINHEIROS;32068624185309.664
106x244;355030862000158;PINHEIROS;86466438694693.98
106x245;355030862000158;PINHEIROS;45740687483221.89
107x244;355030862000158;PINHEIROS;360598634685.3798
107x245;355030862000158;PINHEIROS;819390258292.3969
105x237;355030862000159;PINHEIROS;95965777334401.84
106x236;355030862000159;PINHEIROS;41604859612545.11
106x237;355030862000159;PINHEIROS;19887931107868.824
107x238;355030862000159;PINHEIROS;107591599970309.75
106x234;355030862000160;PINHEIROS;114037082336608.86
106x235;355030862000160;PINHEIROS;37957092361821.38
107x235;355030862000160;PINHEIROS;102923834483714.86
107x236;355030862000160;PINHEIROS;3463338150852.6406
108x235;355030862000160;PINHEIROS;170546955908064.3
108x236;355030862000160;PINHEIROS;198791086763355
109x236;355030862000160;PINHEIROS;50299429222476.695
104x235;355030862000161;PINHEIROS;49938798935075
105x234;355030862000161;PINHEIROS;9776396800266.502
105x235;355030862000161;PINHEIROS;78756313458745.22
105x236;355030862000161;PINHEIROS;100366088097294.17
106x234;355030862000161;PINHEIROS;39071097967095.14
106x235;355030862000161;PINHEIROS;158723390084029.75
106x236;355030862000161;PINHEIROS;92421526312380.12
102x231;355030862000162;PINHEIROS;69066724488570.77
102x232;355030862000162;PINHEIROS;83139516868740.66
103x232;355030862000162;PINHEIROS;36603582600659.92
98x231;355030862000163;PINHEIROS;26164854795241.586
98x232;355030862000163;PINHEIROS;110219599967009.48
98x233;355030862000163;PINHEIROS;95181256371619.14
99x231;355030862000163;PINHEIROS;8264440190436.434
99x232;355030862000163;PINHEIROS;62568920475832.336
99x233;355030862000163;PINHEIROS;172765404111059.4
99x234;355030862000163;PINHEIROS;33686885782476.938
100x231;355030862000163;PINHEIROS;251457541172900.7
100x232;355030862000163;PINHEIROS;214964012340574.03
100x233;355030862000163;PINHEIROS;77959595551170.31
101x231;355030862000163;PINHEIROS;6140670155617.835
101x232;355030862000163;PINHEIROS;65142308721505.234
100x245;355030862000164;PINHEIROS;7726844508223.447
100x246;355030862000164;PINHEIROS;32476330338368.676
101x246;355030862000164;PINHEIROS;3536446676348.8965
100x246;355030862000165;PINHEIROS;76901519318980.45
100x247;355030862000165;PINHEIROS;87774833395240.89
100x248;355030862000165;PINHEIROS;12044594823152.607
101x247;355030862000165;PINHEIROS;2258976646761.9937
100x247;355030862000166;PINHEIROS;31237109724794.78
100x248;355030862000166;PINHEIROS;138754822918055.36
100x249;355030862000166;PINHEIROS;187828096347.62653
101x247;355030862000166;PINHEIROS;4856924841821.669
101x248;355030862000166;PINHEIROS;100233481038872.39
102x247;355030862000166;PINHEIROS;576676593624.026
103x232;355030862000167;PINHEIROS;25361847827767.71
103x233;355030862000167;PINHEIROS;10771164106716.754
104x231;355030862000167;PINHEIROS;237234288623246.5
104x232;355030862000167;PINHEIROS;272752213984318.97
104x233;355030862000167;PINHEIROS;13117043106930.545
105x232;355030862000167;PINHEIROS;74948077211179.78
105x233;355030862000167;PINHEIROS;23461687973921.36
101x230;355030862000168;PINHEIROS;22532350339020.55
102x229;355030862000168;PINHEIROS;12217713518593.938
102x230;355030862000168;PINHEIROS;147806051690698.34
103x230;355030862000168;PINHEIROS;112962905517798.73
103x231;355030862000168;PINHEIROS;172057918501.6278
100x227;355030862000169;PINHEIROS;1575131888050.7505
100x228;355030862000169;PINHEIROS;79855876631376.55
100x229;355030862000169;PINHEIROS;10173500523770.158
101x228;355030862000169;PINHEIROS;218476611509023.44
101x229;355030862000169;PINHEIROS;48086319694624.63
101x230;355030862000169;PINHEIROS;14241111395101.738
102x227;355030862000169;PINHEIROS;9312706839877.682
102x228;355030862000169;PINHEIROS;97264089684923.67
102x229;355030862000169;PINHEIROS;162804248044323.44
102x237;355030862000170;PINHEIROS;11631221481400.793
103x237;355030862000170;PINHEIROS;99947433022428.56
103x238;355030862000170;PINHEIROS;31208316185.811897
101x245;355030862000171;PINHEIROS;74935378757.56621
102x244;355030862000171;PINHEIROS;68524823465861.93
104x243;355030862000172;PINHEIROS;36046932834694.69
104x244;355030862000172;PINHEIROS;33768754282694.78
101x245;355030862000173;PINHEIROS;89057569648.2379
102x244;355030862000173;PINHEIROS;14010605464582.053
102x245;355030862000173;PINHEIROS;13455074186608.37
100x245;355030862000174;PINHEIROS;7393647898598.43
100x246;355030862000174;PINHEIROS;24353624943366.73
100x247;355030862000174;PINHEIROS;4504565255607.315
101x246;355030862000174;PINHEIROS;63122631917913.02
