distance,id_x,id_y
2.38,24,200
2.428,24,201
2.842,24,202
3.779,24,203
3.162,24,204
2.734,24,205
2.744,24,206
3.086,24,207
3.295,24,208
4.221,24,209
4.265,24,210
4.853,24,211
4.64,24,212
3.678,24,213
4.214,24,214
4.324,24,215
5.654,24,216
5.922,24,217
5.088,24,218
5.685,24,219
7.398,24,220
5.004,24,221
5.895,24,222
6.72,24,223
7.814,24,224
9.311,24,225
9.554,24,226
10.695,24,227
9.27,24,228
9.872,24,229
10.096,24,230
10.012,24,231
9.946,24,232
10.354,24,233
3.229,24,234
6.445,25,160
6.874,25,161
6.694,25,162
7.168,25,163
8.17,25,164
11.741,25,165
10.118,25,166
5.524,25,167
6.73,25,168
5.977,25,169
6.242,25,170
5.93,25,171
5.293,25,172
4.864,25,173
4.479,25,174
5.045,25,175
5.175,25,176
5.671,25,177
4.77,25,178
5.632,25,179
5.557,25,180
5.787,25,181
5.439,25,182
4.793,25,183
4.722,25,184
4.045,25,185
3.922,25,186
4.135,25,187
4.658,25,188
4.866,25,189
2.812,25,190
2.927,25,191
2.15,25,192
2.795,25,193
2.63,25,194
2.132,25,195
2.218,25,196
2.669,25,197
3.256,25,198
3.824,25,199
2.952,25,200
3.0,25,201
3.414,25,202
4.35,25,203
3.733,25,204
3.306,25,205
3.315,25,206
3.658,25,207
3.867,25,208
4.793,25,209
4.836,25,210
5.425,25,211
5.212,25,212
4.25,25,213
4.786,25,214
4.896,25,215
6.226,25,216
6.494,25,217
5.659,25,218
5.303,25,219
8.629,25,220
4.826,25,221
7.125,25,222
7.951,25,223
9.044,25,224
10.542,25,225
10.785,25,226
11.925,25,227
10.5,25,228
11.102,25,229
11.327,25,230
11.243,25,231
11.177,25,232
11.585,25,233
3.919,25,234
5.382,26,160
5.811,26,161
5.632,26,162
6.106,26,163
7.108,26,164
10.678,26,165
9.055,26,166
5.93,26,167
6.466,26,168
6.383,26,169
6.755,26,170
6.443,26,171
5.699,26,172
5.27,26,173
4.885,26,174
5.558,26,175
5.688,26,176
6.184,26,177
5.283,26,178
6.145,26,179
6.07,26,180
6.301,26,181
5.952,26,182
5.306,26,183
5.235,26,184
4.558,26,185
4.435,26,186
4.648,26,187
5.172,26,188
5.379,26,189
3.354,26,190
3.486,26,191
2.709,26,192
3.355,26,193
3.189,26,194
2.691,26,195
2.777,26,196
3.228,26,197
3.928,26,198
3.669,26,199
2.797,26,200
2.845,26,201
3.259,26,202
4.195,26,203
3.578,26,204
3.151,26,205
3.161,26,206
3.503,26,207
3.712,26,208
4.638,26,209
4.681,26,210
5.27,26,211
5.057,26,212
4.095,26,213
4.631,26,214
4.741,26,215
6.071,26,216
6.339,26,217
5.504,26,218
5.709,26,219
7.566,26,220
4.609,26,221
6.063,26,222
6.888,26,223
7.982,26,224
9.479,26,225
9.722,26,226
10.863,26,227
9.438,26,228
10.04,26,229
10.264,26,230
10.18,26,231
10.114,26,232
10.522,26,233
3.599,26,234
5.798,27,160
6.227,27,161
6.048,27,162
6.522,27,163
7.524,27,164
11.094,27,165
9.471,27,166
5.481,27,167
6.018,27,168
5.935,27,169
6.284,27,170
5.972,27,171
5.25,27,172
4.821,27,173
4.436,27,174
5.087,27,175
5.217,27,176
5.713,27,177
4.812,27,178
5.674,27,179
5.599,27,180
5.829,27,181
5.481,27,182
4.835,27,183
4.764,27,184
4.087,27,185
3.964,27,186
4.177,27,187
4.7,27,188
4.908,27,189
3.302,27,190
3.575,27,191
3.121,27,192
3.444,27,193
3.278,27,194
2.78,27,195
2.866,27,196
3.317,27,197
3.904,27,198
4.472,27,199
3.6,27,200
3.648,27,201
4.062,27,202
4.999,27,203
4.382,27,204
3.955,27,205
3.964,27,206
4.306,27,207
4.515,27,208
5.441,27,209
5.485,27,210
6.073,27,211
5.861,27,212
4.898,27,213
5.434,27,214
5.544,27,215
6.874,27,216
7.142,27,217
6.308,27,218
5.26,27,219
7.982,27,220
4.179,27,221
6.479,27,222
7.304,27,223
8.398,27,224
9.895,27,225
10.138,27,226
11.279,27,227
9.854,27,228
10.456,27,229
10.68,27,230
10.596,27,231
10.531,27,232
10.938,27,233
4.47,27,234
6.34,28,160
6.769,28,161
6.59,28,162
7.064,28,163
8.066,28,164
11.636,28,165
10.013,28,166
4.924,28,167
6.13,28,168
5.378,28,169
5.642,28,170
5.33,28,171
4.693,28,172
4.264,28,173
3.879,28,174
4.445,28,175
4.575,28,176
5.071,28,177
4.17,28,178
5.032,28,179
4.957,28,180
5.187,28,181
4.839,28,182
4.193,28,183
4.122,28,184
3.445,28,185
3.322,28,186
3.535,28,187
4.059,28,188
4.266,28,189
2.351,28,190
2.857,28,191
2.17,28,192
2.956,28,193
2.791,28,194
2.292,28,195
2.38,28,196
2.829,28,197
3.417,28,198
4.036,28,199
3.164,28,200
3.212,28,201
3.626,28,202
4.563,28,203
3.946,28,204
3.518,28,205
3.528,28,206
3.87,28,207
4.079,28,208
5.005,28,209
5.049,28,210
5.637,28,211
5.424,28,212
4.462,28,213
4.998,28,214
5.108,28,215
6.438,28,216
6.706,28,217
5.872,28,218
4.703,28,219
8.524,28,220
4.721,28,221
7.021,28,222
7.846,28,223
8.94,28,224
10.437,28,225
10.68,28,226
11.821,28,227
10.396,28,228
10.998,28,229
11.222,28,230
11.138,28,231
11.073,28,232
11.48,28,233
4.131,28,234
6.724,29,160
7.153,29,161
6.973,29,162
7.447,29,163
8.449,29,164
12.02,29,165
10.397,29,166
4.483,29,167
5.611,29,168
4.936,29,169
5.122,29,170
4.811,29,171
4.252,29,172
3.822,29,173
3.437,29,174
3.926,29,175
4.056,29,176
4.551,29,177
3.65,29,178
4.512,29,179
4.437,29,180
4.668,29,181
4.319,29,182
3.673,29,183
3.602,29,184
2.926,29,185
2.802,29,186
3.016,29,187
3.539,29,188
3.746,29,189
2.14,29,190
2.643,29,191
1.96,29,192
2.746,29,193
2.58,29,194
2.082,29,195
2.17,29,196
2.619,29,197
3.206,29,198
3.48,29,199
3.965,29,200
4.013,29,201
4.427,29,202
4.007,29,203
4.746,29,204
4.319,29,205
4.328,29,206
4.671,29,207
4.879,29,208
4.45,29,209
4.682,29,210
5.069,29,211
6.225,29,212
5.263,29,213
5.798,29,214
5.909,29,215
5.615,29,216
5.942,29,217
6.672,29,218
4.261,29,219
8.908,29,220
5.105,29,221
7.404,29,222
8.23,29,223
9.323,29,224
10.821,29,225
11.064,29,226
12.204,29,227
10.779,29,228
11.381,29,229
11.606,29,230
11.522,29,231
11.456,29,232
11.864,29,233
4.932,29,234
6.817,30,160
7.246,30,161
7.067,30,162
7.541,30,163
8.543,30,164
12.113,30,165
10.49,30,166
4.443,30,167
4.979,30,168
4.896,30,169
5.775,30,170
5.463,30,171
4.212,30,172
3.783,30,173
3.398,30,174
4.578,30,175
4.227,30,176
5.204,30,177
4.303,30,178
5.165,30,179
5.09,30,180
5.32,30,181
4.972,30,182
4.326,30,183
4.255,30,184
3.578,30,185
3.455,30,186
3.668,30,187
4.191,30,188
4.399,30,189
2.793,30,190
3.296,30,191
2.612,30,192
3.398,30,193
3.233,30,194
2.735,30,195
2.823,30,196
3.272,30,197
3.859,30,198
4.922,30,199
4.05,30,200
4.099,30,201
4.513,30,202
5.449,30,203
4.832,30,204
4.405,30,205
4.414,30,206
4.757,30,207
4.965,30,208
5.892,30,209
5.935,30,210
6.524,30,211
6.311,30,212
5.349,30,213
5.884,30,214
5.994,30,215
7.325,30,216
7.593,30,217
6.758,30,218
4.222,30,219
9.001,30,220
5.198,30,221
7.498,30,222
8.323,30,223
9.417,30,224
10.914,30,225
11.157,30,226
12.298,30,227
10.873,30,228
11.475,30,229
11.699,30,230
11.615,30,231
11.549,30,232
11.957,30,233
5.017,30,234
6.444,31,160
6.873,31,161
6.694,31,162
7.168,31,163
8.17,31,164
11.74,31,165
10.117,31,166
4.376,31,167
4.912,31,168
4.829,31,169
5.47,31,170
5.159,31,171
4.144,31,172
3.715,31,173
3.33,31,174
4.273,31,175
4.403,31,176
4.899,31,177
3.998,31,178
4.86,31,179
4.785,31,180
5.016,31,181
4.667,31,182
4.021,31,183
3.95,31,184
3.274,31,185
3.15,31,186
3.364,31,187
3.887,31,188
4.094,31,189
2.488,31,190
2.991,31,191
2.308,31,192
3.094,31,193
2.928,31,194
2.43,31,195
2.518,31,196
2.967,31,197
3.554,31,198
4.549,31,199
3.678,31,200
3.726,31,201
4.14,31,202
5.076,31,203
4.459,31,204
4.032,31,205
4.041,31,206
4.384,31,207
4.592,31,208
5.519,31,209
5.562,31,210
6.151,31,211
5.938,31,212
4.976,31,213
5.511,31,214
5.622,31,215
6.952,31,216
7.22,31,217
6.385,31,218
4.154,31,219
8.628,31,220
4.825,31,221
7.125,31,222
7.95,31,223
9.044,31,224
10.541,31,225
10.784,31,226
11.925,31,227
10.5,31,228
11.102,31,229
11.326,31,230
11.242,31,231
11.177,31,232
11.584,31,233
4.645,31,234
5.965,32,160
6.394,32,161
6.215,32,162
6.689,32,163
7.691,32,164
11.261,32,165
9.638,32,166
4.996,32,167
5.532,32,168
5.449,32,169
6.021,32,170
5.71,32,171
4.765,32,172
4.335,32,173
3.95,32,174
4.825,32,175
4.955,32,176
5.451,32,177
4.549,32,178
5.412,32,179
5.336,32,180
5.567,32,181
5.219,32,182
4.572,32,183
4.502,32,184
3.825,32,185
3.701,32,186
3.915,32,187
4.438,32,188
4.646,32,189
3.04,32,190
3.542,32,191
2.859,32,192
3.645,32,193
3.48,32,194
2.981,32,195
3.069,32,196
3.518,32,197
4.106,32,198
4.639,32,199
3.767,32,200
3.815,32,201
4.229,32,202
5.166,32,203
4.549,32,204
4.121,32,205
4.131,32,206
4.473,32,207
4.682,32,208
5.608,32,209
5.652,32,210
6.24,32,211
6.028,32,212
5.065,32,213
5.601,32,214
5.711,32,215
7.041,32,216
7.309,32,217
6.475,32,218
4.774,32,219
8.149,32,220
4.346,32,221
6.646,32,222
7.471,32,223
8.565,32,224
10.062,32,225
10.305,32,226
11.446,32,227
10.021,32,228
10.623,32,229
10.847,32,230
10.763,32,231
10.698,32,232
11.105,32,233
4.637,32,234
5.234,33,160
5.663,33,161
5.483,33,162
5.957,33,163
6.959,33,164
10.53,33,165
8.906,33,166
5.147,33,167
5.683,33,168
5.6,33,169
6.047,33,170
5.777,33,171
4.916,33,172
4.486,33,173
4.101,33,174
5.551,33,175
4.93,33,176
5.351,33,177
5.275,33,178
6.138,33,179
6.062,33,180
6.293,33,181
5.945,33,182
5.298,33,183
5.228,33,184
4.551,33,185
4.427,33,186
4.641,33,187
5.164,33,188
5.371,33,189
3.402,33,190
3.517,33,191
2.739,33,192
3.385,33,193
3.219,33,194
2.722,33,195
2.808,33,196
3.258,33,197
3.846,33,198
4.32,33,199
3.448,33,200
3.496,33,201
3.91,33,202
4.847,33,203
4.23,33,204
3.803,33,205
3.812,33,206
4.154,33,207
4.363,33,208
5.289,33,209
5.333,33,210
5.922,33,211
5.709,33,212
4.746,33,213
5.282,33,214
5.392,33,215
6.722,33,216
6.99,33,217
6.156,33,218
4.925,33,219
7.417,33,220
3.845,33,221
5.914,33,222
6.74,33,223
7.833,33,224
9.33,33,225
9.574,33,226
10.714,33,227
9.289,33,228
9.891,33,229
10.116,33,230
10.031,33,231
9.966,33,232
10.373,33,233
3.978,33,234
4.93,34,160
5.359,34,161
5.18,34,162
5.654,34,163
6.656,34,164
10.226,34,165
8.603,34,166
5.478,34,167
6.014,34,168
5.931,34,169
6.379,34,170
6.109,34,171
5.247,34,172
4.818,34,173
4.433,34,174
5.813,34,175
5.262,34,176
5.683,34,177
5.538,34,178
6.4,34,179
6.325,34,180
6.555,34,181
6.207,34,182
5.56,34,183
5.49,34,184
4.813,34,185
4.69,34,186
4.903,34,187
5.426,34,188
5.634,34,189
3.664,34,190
3.779,34,191
3.001,34,192
3.647,34,193
3.482,34,194
2.984,34,195
3.07,34,196
3.521,34,197
4.108,34,198
4.446,34,199
3.574,34,200
3.622,34,201
4.036,34,202
4.973,34,203
4.356,34,204
3.929,34,205
3.938,34,206
4.28,34,207
4.489,34,208
5.415,34,209
5.459,34,210
6.047,34,211
5.835,34,212
4.872,34,213
5.408,34,214
5.518,34,215
6.848,34,216
7.116,34,217
6.282,34,218
5.257,34,219
7.114,34,220
4.157,34,221
5.611,34,222
6.436,34,223
7.53,34,224
9.027,34,225
9.27,34,226
10.411,34,227
8.986,34,228
9.588,34,229
9.812,34,230
9.728,34,231
9.662,34,232
10.07,34,233
4.104,34,234
4.861,35,160
5.29,35,161
5.111,35,162
5.585,35,163
6.587,35,164
10.157,35,165
8.534,35,166
5.255,35,167
5.791,35,168
5.708,35,169
6.155,35,170
5.885,35,171
5.024,35,172
4.594,35,173
4.209,35,174
5.508,35,175
5.038,35,176
5.459,35,177
5.926,35,178
5.926,35,179
6.713,35,180
6.701,35,181
6.595,35,182
5.948,35,183
5.878,35,184
5.201,35,185
5.078,35,186
5.291,35,187
5.814,35,188
6.022,35,189
4.052,35,190
4.167,35,191
3.389,35,192
4.035,35,193
3.87,35,194
3.372,35,195
3.458,35,196
3.909,35,197
4.496,35,198
4.97,35,199
4.098,35,200
4.147,35,201
4.56,35,202
5.497,35,203
4.88,35,204
4.453,35,205
4.462,35,206
4.805,35,207
5.013,35,208
5.939,35,209
5.983,35,210
6.572,35,211
6.359,35,212
5.397,35,213
5.932,35,214
6.042,35,215
7.373,35,216
7.641,35,217
6.806,35,218
5.033,35,219
7.045,35,220
3.933,35,221
5.542,35,222
6.367,35,223
7.46,35,224
8.958,35,225
9.201,35,226
10.342,35,227
8.917,35,228
9.518,35,229
9.743,35,230
9.659,35,231
9.593,35,232
10.001,35,233
4.628,35,234
6.278,36,160
6.707,36,161
6.528,36,162
7.002,36,163
8.004,36,164
11.574,36,165
9.951,36,166
4.437,36,167
4.973,36,168
4.89,36,169
5.338,36,170
5.068,36,171
4.206,36,172
3.777,36,173
3.392,36,174
4.69,36,175
4.221,36,176
4.642,36,177
4.753,36,178
5.108,36,179
5.658,36,180
5.883,36,181
5.688,36,182
5.674,36,183
5.411,36,184
4.926,36,185
4.803,36,186
5.016,36,187
5.54,36,188
5.747,36,189
4.163,36,190
4.644,36,191
3.982,36,192
4.768,36,193
4.603,36,194
4.104,36,195
4.255,36,196
4.641,36,197
5.229,36,198
5.727,36,199
4.855,36,200
4.903,36,201
5.317,36,202
6.254,36,203
5.637,36,204
5.21,36,205
5.219,36,206
5.561,36,207
5.77,36,208
6.696,36,209
6.74,36,210
7.329,36,211
7.116,36,212
6.153,36,213
6.689,36,214
6.799,36,215
8.129,36,216
8.397,36,217
7.563,36,218
4.216,36,219
8.462,36,220
4.663,36,221
6.959,36,222
7.784,36,223
8.878,36,224
10.375,36,225
10.618,36,226
11.759,36,227
10.334,36,228
10.936,36,229
11.16,36,230
11.076,36,231
11.011,36,232
11.418,36,233
5.385,36,234
6.298,37,160
6.727,37,161
6.548,37,162
7.021,37,163
8.023,37,164
11.594,37,165
9.971,37,166
3.858,37,167
4.394,37,168
4.311,37,169
4.759,37,170
4.489,37,171
3.627,37,172
3.198,37,173
2.813,37,174
4.111,37,175
3.642,37,176
4.063,37,177
4.174,37,178
4.529,37,179
5.079,37,180
5.304,37,181
5.109,37,182
5.095,37,183
4.832,37,184
4.347,37,185
4.224,37,186
4.437,37,187
4.961,37,188
5.168,37,189
3.584,37,190
4.065,37,191
3.403,37,192
4.189,37,193
4.024,37,194
3.525,37,195
3.663,37,196
4.062,37,197
4.65,37,198
5.595,37,199
4.723,37,200
4.771,37,201
5.185,37,202
6.122,37,203
5.505,37,204
5.078,37,205
5.087,37,206
5.429,37,207
5.638,37,208
6.564,37,209
6.608,37,210
7.197,37,211
6.984,37,212
6.021,37,213
6.557,37,214
6.667,37,215
7.998,37,216
8.265,37,217
7.431,37,218
3.637,37,219
8.482,37,220
3.889,37,221
6.979,37,222
7.804,37,223
8.897,37,224
10.395,37,225
10.638,37,226
11.778,37,227
10.354,37,228
10.955,37,229
11.18,37,230
11.096,37,231
11.03,37,232
11.438,37,233
5.253,37,234
6.144,38,160
6.572,38,161
6.393,38,162
6.867,38,163
7.869,38,164
11.439,38,165
9.816,38,166
3.488,38,167
4.024,38,168
3.941,38,169
4.389,38,170
4.119,38,171
3.257,38,172
2.828,38,173
2.443,38,174
3.741,38,175
3.272,38,176
3.693,38,177
3.804,38,178
4.159,38,179
4.709,38,180
4.934,38,181
4.739,38,182
4.73,38,183
4.66,38,184
3.983,38,185
3.859,38,186
4.073,38,187
4.596,38,188
4.804,38,189
3.219,38,190
3.7,38,191
3.039,38,192
3.825,38,193
3.659,38,194
3.161,38,195
3.443,38,196
3.698,38,197
4.285,38,198
5.592,38,199
4.72,38,200
4.768,38,201
5.182,38,202
6.119,38,203
5.502,38,204
5.075,38,205
5.084,38,206
5.426,38,207
5.635,38,208
6.561,38,209
6.605,38,210
7.194,38,211
6.981,38,212
6.018,38,213
6.554,38,214
6.664,38,215
7.995,38,216
8.262,38,217
7.428,38,218
3.267,38,219
8.327,38,220
3.752,38,221
6.824,38,222
7.65,38,223
8.743,38,224
10.24,38,225
10.484,38,226
11.624,38,227
10.199,38,228
10.801,38,229
11.026,38,230
10.941,38,231
10.876,38,232
11.283,38,233
5.25,38,234
6.948,39,160
7.377,39,161
7.198,39,162
7.672,39,163
8.674,39,164
12.244,39,165
10.621,39,166
2.616,39,167
3.152,39,168
3.069,39,169
3.517,39,170
3.246,39,171
2.385,39,172
1.955,39,173
1.57,39,174
2.869,39,175
2.4,39,176
2.821,39,177
2.932,39,178
3.287,39,179
3.836,39,180
4.062,39,181
3.867,39,182
3.769,39,183
3.59,39,184
3.17,39,185
3.087,39,186
3.3,39,187
3.983,39,188
4.176,39,189
3.581,39,190
4.063,39,191
3.401,39,192
4.187,39,193
4.021,39,194
3.523,39,195
3.806,39,196
4.06,39,197
4.648,39,198
5.115,39,199
5.821,39,200
5.869,39,201
6.283,39,202
5.643,39,203
6.603,39,204
6.176,39,205
6.185,39,206
6.527,39,207
6.736,39,208
6.085,39,209
7.706,39,210
6.704,39,211
8.082,39,212
7.119,39,213
7.655,39,214
7.765,39,215
9.096,39,216
7.804,39,217
8.529,39,218
2.394,39,219
9.132,39,220
3.294,39,221
7.629,39,222
8.454,39,223
9.548,39,224
11.045,39,225
11.288,39,226
12.429,39,227
11.004,39,228
11.606,39,229
11.83,39,230
11.746,39,231
11.68,39,232
12.088,39,233
6.351,39,234
6.473,40,160
6.902,40,161
6.723,40,162
7.197,40,163
8.199,40,164
11.769,40,165
10.146,40,166
3.288,40,167
3.824,40,168
3.741,40,169
4.189,40,170
3.919,40,171
3.057,40,172
2.628,40,173
2.243,40,174
3.541,40,175
3.072,40,176
3.493,40,177
3.604,40,178
3.959,40,179
4.509,40,180
4.734,40,181
4.539,40,182
4.441,40,183
4.262,40,184
4.662,40,185
4.539,40,186
4.752,40,187
4.656,40,188
4.848,40,189
3.898,40,190
4.38,40,191
3.718,40,192
4.504,40,193
4.338,40,194
3.84,40,195
4.122,40,196
4.377,40,197
4.964,40,198
6.244,40,199
5.372,40,200
5.42,40,201
5.834,40,202
6.771,40,203
6.154,40,204
5.727,40,205
5.736,40,206
6.078,40,207
6.287,40,208
7.213,40,209
7.257,40,210
7.846,40,211
7.633,40,212
6.67,40,213
7.206,40,214
7.316,40,215
8.646,40,216
8.914,40,217
8.08,40,218
3.067,40,219
8.657,40,220
3.337,40,221
7.154,40,222
7.979,40,223
9.073,40,224
10.57,40,225
10.813,40,226
11.954,40,227
10.529,40,228
11.131,40,229
11.355,40,230
11.271,40,231
11.205,40,232
11.613,40,233
5.902,40,234
6.658,41,160
7.087,41,161
6.907,41,162
7.381,41,163
8.383,41,164
11.954,41,165
10.33,41,166
3.474,41,167
4.01,41,168
3.927,41,169
4.374,41,170
4.104,41,171
3.243,41,172
2.813,41,173
2.428,41,174
3.727,41,175
3.257,41,176
3.678,41,177
3.79,41,178
4.145,41,179
4.694,41,180
4.92,41,181
4.724,41,182
4.627,41,183
4.447,41,184
4.483,41,185
4.36,41,186
4.573,41,187
4.841,41,188
5.033,41,189
3.719,41,190
4.2,41,191
3.539,41,192
4.325,41,193
4.159,41,194
3.661,41,195
3.943,41,196
4.198,41,197
4.785,41,198
6.065,41,199
5.193,41,200
5.241,41,201
5.655,41,202
6.592,41,203
5.975,41,204
5.547,41,205
5.557,41,206
5.899,41,207
6.108,41,208
7.034,41,209
7.078,41,210
7.666,41,211
7.453,41,212
6.491,41,213
7.027,41,214
7.137,41,215
8.467,41,216
8.735,41,217
7.901,41,218
3.252,41,219
8.842,41,220
3.504,41,221
7.338,41,222
8.164,41,223
9.257,41,224
10.755,41,225
10.998,41,226
12.138,41,227
10.713,41,228
11.315,41,229
11.54,41,230
11.455,41,231
11.39,41,232
11.798,41,233
5.723,41,234
5.979,42,160
6.407,42,161
6.228,42,162
6.702,42,163
7.704,42,164
11.274,42,165
9.651,42,166
4.223,42,167
4.759,42,168
4.676,42,169
5.124,42,170
4.853,42,171
3.992,42,172
3.562,42,173
3.177,42,174
4.476,42,175
4.007,42,176
4.427,42,177
4.539,42,178
4.894,42,179
5.443,42,180
5.669,42,181
5.474,42,182
5.459,42,183
5.196,42,184
4.712,42,185
4.589,42,186
4.802,42,187
5.325,42,188
5.533,42,189
3.948,42,190
4.43,42,191
3.768,42,192
4.554,42,193
4.388,42,194
3.89,42,195
4.335,42,196
4.427,42,197
5.014,42,198
5.807,42,199
4.935,42,200
4.984,42,201
5.398,42,202
6.334,42,203
5.717,42,204
5.29,42,205
5.299,42,206
5.642,42,207
5.85,42,208
6.777,42,209
6.82,42,210
7.409,42,211
7.196,42,212
6.234,42,213
6.769,42,214
6.879,42,215
8.21,42,216
8.478,42,217
7.643,42,218
4.001,42,219
8.162,42,220
3.163,42,221
6.659,42,222
7.485,42,223
8.578,42,224
10.075,42,225
10.319,42,226
11.459,42,227
10.034,42,228
10.636,42,229
10.861,42,230
10.776,42,231
10.711,42,232
11.118,42,233
5.465,42,234
5.693,43,160
6.122,43,161
5.943,43,162
6.417,43,163
7.419,43,164
10.989,43,165
9.366,43,166
4.757,43,167
5.293,43,168
5.21,43,169
5.658,43,170
5.388,43,171
4.526,43,172
4.096,43,173
3.712,43,174
5.01,43,175
4.541,43,176
4.962,43,177
5.073,43,178
5.428,43,179
5.978,43,180
6.203,43,181
6.008,43,182
5.553,43,183
5.482,43,184
4.805,43,185
4.682,43,186
4.895,43,187
5.419,43,188
5.626,43,189
4.02,43,190
4.523,43,191
3.84,43,192
4.626,43,193
4.46,43,194
3.962,43,195
4.05,43,196
4.499,43,197
5.086,43,198
5.522,43,199
4.65,43,200
4.698,43,201
5.112,43,202
6.049,43,203
5.432,43,204
5.005,43,205
5.014,43,206
5.356,43,207
5.565,43,208
6.491,43,209
6.535,43,210
7.124,43,211
6.911,43,212
5.948,43,213
6.484,43,214
6.594,43,215
7.925,43,216
8.192,43,217
7.358,43,218
4.535,43,219
7.877,43,220
3.921,43,221
6.374,43,222
7.199,43,223
8.293,43,224
9.79,43,225
10.033,43,226
11.174,43,227
9.749,43,228
10.351,43,229
10.575,43,230
10.491,43,231
10.425,43,232
10.833,43,233
5.18,43,234
5.053,44,160
5.482,44,161
5.302,44,162
5.776,44,163
6.778,44,164
10.349,44,165
8.725,44,166
4.823,44,167
5.359,44,168
5.276,44,169
5.723,44,170
5.453,44,171
4.592,44,172
4.162,44,173
3.777,44,174
5.076,44,175
4.606,44,176
5.027,44,177
5.139,44,178
5.494,44,179
6.043,44,180
6.269,44,181
6.073,44,182
5.618,44,183
5.548,44,184
4.871,44,185
4.748,44,186
4.961,44,187
5.484,44,188
5.692,44,189
4.086,44,190
4.588,44,191
3.905,44,192
4.691,44,193
4.526,44,194
3.728,44,195
3.813,44,196
4.264,44,197
5.152,44,198
5.326,44,199
4.454,44,200
4.502,44,201
4.916,44,202
5.853,44,203
5.236,44,204
4.808,44,205
4.818,44,206
5.16,44,207
5.369,44,208
6.295,44,209
6.339,44,210
6.927,44,211
6.714,44,212
5.752,44,213
6.288,44,214
6.398,44,215
7.728,44,216
7.996,44,217
7.162,44,218
4.601,44,219
7.237,44,220
3.28,44,221
5.733,44,222
6.559,44,223
7.652,44,224
9.15,44,225
9.393,44,226
10.533,44,227
9.108,44,228
9.71,44,229
9.935,44,230
9.85,44,231
9.785,44,232
10.193,44,233
4.984,44,234
4.571,45,160
5.0,45,161
4.82,45,162
5.294,45,163
6.296,45,164
9.867,45,165
8.244,45,166
5.185,45,167
5.722,45,168
5.638,45,169
6.086,45,170
5.816,45,171
4.954,45,172
4.525,45,173
4.14,45,174
5.438,45,175
4.969,45,176
5.39,45,177
5.501,45,178
5.856,45,179
6.406,45,180
6.631,45,181
6.72,45,182
6.074,45,183
6.003,45,184
5.326,45,185
5.203,45,186
5.416,45,187
5.939,45,188
6.147,45,189
4.177,45,190
4.292,45,191
3.515,45,192
4.16,45,193
3.995,45,194
3.497,45,195
3.583,45,196
4.034,45,197
4.621,45,198
4.829,45,199
3.957,45,200
4.005,45,201
4.419,45,202
5.356,45,203
4.739,45,204
4.312,45,205
4.321,45,206
4.663,45,207
4.872,45,208
5.798,45,209
5.842,45,210
6.431,45,211
6.218,45,212
5.255,45,213
5.791,45,214
5.901,45,215
7.231,45,216
7.499,45,217
6.665,45,218
4.964,45,219
6.755,45,220
3.643,45,221
5.251,45,222
6.077,45,223
7.17,45,224
8.668,45,225
8.911,45,226
10.051,45,227
8.626,45,228
9.228,45,229
9.453,45,230
9.369,45,231
9.303,45,232
9.711,45,233
4.491,45,234
4.328,46,160
4.756,46,161
4.577,46,162
5.051,46,163
6.053,46,164
9.623,46,165
8.0,46,166
5.88,46,167
6.417,46,168
6.333,46,169
6.781,46,170
6.511,46,171
5.649,46,172
5.22,46,173
4.835,46,174
6.133,46,175
5.664,46,176
6.085,46,177
6.196,46,178
6.551,46,179
7.101,46,180
7.326,46,181
7.131,46,182
6.604,46,183
6.533,46,184
5.856,46,185
5.733,46,186
5.946,46,187
6.469,46,188
6.677,46,189
4.816,46,190
5.349,46,191
4.572,46,192
5.217,46,193
5.052,46,194
4.554,46,195
4.64,46,196
5.091,46,197
5.79,46,198
5.531,46,199
4.66,46,200
4.708,46,201
5.122,46,202
6.058,46,203
5.441,46,204
5.014,46,205
5.023,46,206
5.366,46,207
5.574,46,208
6.501,46,209
6.544,46,210
7.133,46,211
6.92,46,212
5.933,46,213
6.493,46,214
6.604,46,215
7.934,46,216
8.202,46,217
7.367,46,218
5.659,46,219
6.511,46,220
2.854,46,221
5.008,46,222
5.834,46,223
6.927,46,224
8.424,46,225
8.668,46,226
9.808,46,227
8.383,46,228
8.985,46,229
9.21,46,230
9.125,46,231
9.06,46,232
9.467,46,233
5.051,46,234
4.554,47,160
4.982,47,161
4.803,47,162
5.277,47,163
6.279,47,164
9.849,47,165
8.226,47,166
5.632,47,167
6.168,47,168
6.085,47,169
6.532,47,170
6.262,47,171
5.401,47,172
4.971,47,173
4.586,47,174
6.395,47,175
5.415,47,176
5.836,47,177
6.12,47,178
6.303,47,179
6.907,47,180
7.137,47,181
6.789,47,182
6.143,47,183
6.072,47,184
5.395,47,185
5.272,47,186
5.485,47,187
6.009,47,188
6.216,47,189
3.914,47,190
3.905,47,191
3.128,47,192
3.774,47,193
3.608,47,194
3.11,47,195
3.196,47,196
3.647,47,197
4.347,47,198
4.088,47,199
3.216,47,200
3.264,47,201
3.678,47,202
4.614,47,203
3.997,47,204
3.57,47,205
3.58,47,206
3.922,47,207
4.131,47,208
5.057,47,209
5.1,47,210
5.689,47,211
5.476,47,212
4.514,47,213
5.05,47,214
5.16,47,215
6.49,47,216
6.758,47,217
5.923,47,218
5.41,47,219
6.737,47,220
4.31,47,221
5.234,47,222
